Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
13521,PA,Electric Vehicle (EV) Fee,"Beginning January 1, 2025, in addition to standard vehicle registration
fees, EV owners must pay an annual fee of \$200, and plug-in hybrid
electric vehicle owners must pay an annual fee of \$50.

(Reference [Senate Bill 656, 2024](https://www.legis.state.pa.us/cfdocs/legis/home/bills/))",2024-07-11 00:00:00 UTC,,false,85,Laws and Regulations,"",2024-10-24 14:45:06 UTC,,,,"",ELEC|PHEV,"",EVFEE,IND,https://www.legis.state.pa.us/cfdocs/legis/home/bills/,enacted,2024-07-11
14278,NJ,Electric School Bus Lease and Purchase Authorization,"A school district may enter into lease purchase agreements for electric
school buses and related charging equipment that last the service life
of the vehicle. School districts may purchase leased school buses and
related equipment at any point during the lease or when the lease ends,
with credit towards the overall purchase price.

(Reference [New Jersey Statutes 18A:18A-42 and 18A:20-4.2](https://www.njleg.state.nj.us/) and [Assembly Bill 1677, 2024](https://www.njleg.state.nj.us/))",2024-07-10 00:00:00 UTC,,false,83,Laws and Regulations,"",2024-12-05 17:31:44 UTC,,,,"",ELEC|PHEV,"",REQ|OTHER,GOV|TRANS,https://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/,enacted,2024-07-10
13482,MD,Electric Vehicle (EV) and Fuel Cell Electric Vehicle (FCEV) Registration Fee,"Beginning July 1, 2025, in addition to standard registration fees, zero
emission vehicle owners must pay an annual fee of \$125 and plug-in
hybrid electric vehicle owners must pay an annual fee of \$100.

(Reference [Senate Bill 362, 2024](https://mgaleg.maryland.gov/mgawebsite/) and [Maryland Statutes, Transportation Code 13-956 and 23-206.4](http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home))",2024-07-01 00:00:00 UTC,,false,50,Laws and Regulations,"",2024-08-05 16:35:35 UTC,,,,"",ELEC|HY|PHEV,"",EVFEE,IND,https://mgaleg.maryland.gov/mgawebsite/|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home,enacted,2024-07-01
5778,NJ,Zero Emissions Vehicle (ZEV) Tax Exemption,"ZEVs that are sold on or after October 1, 2024, and before July 1, 2025,
are subject to a 3.3125% tax. ZEVs that are sold on or after July 1,
2025, will be subject to a 6.625% tax. For a list of qualified ZEVs, see
the New Jersey Department of the Treasury [ZEV Sales Tax
Exemption](http://www.state.nj.us/treasury/taxation/zevnotice.shtml) website.

(Reference [New Jersey Statutes 54:32B-3 and 54:32B-8.55](http://www.njleg.state.nj.us/) and [Assembly Bill 4702, 2024](https://www.njleg.state.nj.us/))",2004-05-01 00:00:00 UTC,2024-06-08 00:00:00 UTC,false,5,State Incentives,"",,,,,"",ELEC,EXEM|TAX,"",FLEET|IND,http://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/,amended,2024-06-08
13501,VT,Electric Vehicle (EV) and Plug-in Hybrid Electric Vehicle (PHEV) License Plates,"The Vermont Commissioner of Motor Vehicles must begin issuing special
vehicle license plates to owners of EVs and PHEVs no later than July 1,
2026, for first responder awareness. The Vermont Department of Motor
Vehicles must submit testimony to the legislature on the progress of its
efforts to implement license plates for EVs and PHEVs by March 15, 2025.

(Reference [Senate Bill 309, 2024](https://legislature.vermont.gov/))",2024-06-06 00:00:00 UTC,,false,64,Laws and Regulations,"",2024-09-10 18:24:16 UTC,,,,"",ELEC|PHEV,"",REGIS,IND,https://legislature.vermont.gov/,enacted,2024-06-06
13263,VT,Electric Vehicle (EV) Fee,"In addition to standard vehicle registration fees, EV owners must pay an
annual registration fee of \$89 and a biennial registration fee of
\$178. Plug-in hybrid electric vehicle owners must pay an annual
registration fee of \$44.50 and a biennial registration fee of \$89.

(Reference [House Bill 868, 2024](https://legislature.vermont.gov/))",2023-05-12 00:00:00 UTC,2024-06-03 00:00:00 UTC,false,60,Laws and Regulations,"",2023-07-11 19:26:49 UTC,,,,"",ELEC|HEV|PHEV,"",EVFEE,FLEET|IND,https://legislature.vermont.gov/|https://legislature.vermont.gov/,amended,2024-06-03
5625,VT,Hybrid Electric Vehicle (HEV) and Electric Vehicle (EV) Acquisition Requirements,"The Vermont Department of Buildings and General Services (Department)
must, to the extent possible, purchase or lease HEVs or EVs for state
use. At least 75% of the vehicles purchased or leased annually must be
HEVs or EVs. The Department must acquire the lowest-cost make and model
that meets the State's needs.

(Reference [Vermont Statutes Title 29, Chapter 49, Section 903](https://legislature.vermont.gov/) and [House Bill 868, 2024](https://legislature.vermont.gov/))",,2024-06-03 00:00:00 UTC,false,67,Laws and Regulations,"",2019-06-19 18:15:19 UTC,,,,"",ELEC|HEV|PHEV,"",REQ,GOV,https://legislature.vermont.gov/|https://legislature.vermont.gov/|https://legislature.vermont.gov/|https://governor.vermont.gov/document-types/executive-orders|https://legislature.vermont.gov/,amended,2024-06-03
13305,NH,Low Emission Vehicle Road Toll Study ,"The state legislature established a commission in 2023 to study revenue
alternatives to the road toll for electric, hybrid, and fuel-efficient
vehicles. The commission must, among other things, study the impact that
fuel-efficient vehicle technologies have on the environment, track
current road toll revenues, and analyze relevant programs in other
states. The commission submitted a
[report](https://www.gencourt.state.nh.us/statstudcomm/reports/1649.pdf)
of its findings and recommendations to the legislature in November 2023,
and must submit subsequent reports by December 2025 and December 1,
2026.

(Reference [House Bill 1631, 2024](https://www.gencourt.state.nh.us/))",2023-06-01 00:00:00 UTC,2024-05-21 00:00:00 UTC,false,41,Laws and Regulations,"",2023-08-24 16:32:43 UTC,,,,"",ELEC|EFFEC|HEV|PHEV,"",FUEL,GOV,https://www.gencourt.state.nh.us/|https://www.gencourt.state.nh.us/,amended,2024-05-21
13045,AR,Regional Electric Vehicle (EV) and Automated Vehicle (AV) Support,"Arkansas joined Oklahoma (Signatory States) in signing a memorandum of
understanding (MOU) to support advanced mobility solutions, including
EVs, AVs, and battery manufacturing. Signatory States are committed to:

-   Establishing a launch pad for research and commercialization of EVs,
    AVs, and battery manufacturing;
-   Collaborating with industry leaders and fueling stations;
-   Supporting workforce development opportunities; and,
-   Coordinating EV, AV, and battery manufacturing economic development
    efforts across the region.

For more information, see the Arkansas Governor's Office [press
release](https://directory.arkansas.gov/agency/governors-office/news/governor-hutchinsons-weekly-address-governors-working-together/).
",2022-08-18 00:00:00 UTC,,false,15,Laws and Regulations,"",2022-09-13 17:24:15 UTC,,2024-05-20 00:00:00 UTC,,"",AUTONOMOUS|ELEC|PHEV,"",OTHER,GOV,"",archived,2024-05-20
10394,US,Airport Zero Emission Vehicle (ZEV) and Infrastructure Incentives,"The U.S. Department of Transportation Federal Aviation Administration
(FAA) Zero Emissions Airport Vehicle and Infrastructure Pilot Program
provides funding to airports for up to 50% of the cost to acquire ZEVs
and install or modify supporting infrastructure for acquired vehicles.
Grant funding must be used for airport-owned, on-road vehicles used
exclusively for airport purposes. Vehicles and infrastructure must meet
the Federal Aviation Administration's Airport Improvement Program
requirements, including Buy American requirements. To be eligible, an
airport must be for public use. The program will give priority to
applicants located in [nonattainment
areas](https://www3.epa.gov/airquality/greenbook/ancl.html), as defined
by the Clean Air Act, and projects that achieve the greatest air quality
benefits, as measured by the amount of emissions reduced per dollar of
funds spent under the program. For more information, see the FAA [Zero
Emissions Airport Vehicle and Infrastructure Pilot
Program](http://www.faa.gov/airports/environmental/zero_emissions_vehicles/)
website.

(Reference [Public Law 115-254](https://www.congress.gov/public-laws/115th-congress), [Public Law No: 118-63](https://www.congress.gov/public-laws/118th-congress), [49 U.S. Code 47136a](https://www.govinfo.gov/), and [Public Law 112-95](https://www.congress.gov/public-laws/112th-congress))",2012-02-14 00:00:00 UTC,2024-05-16 00:00:00 UTC,false,38,Incentives,U.S. Department of Transportation,,,,,"",ELEC|HY|PHEV,GNT,"",FLEET,https://www.congress.gov/public-laws/115th-congress|https://www.congress.gov/public-laws/118th-congress|https://www.govinfo.gov/|https://www.congress.gov/public-laws/112th-congress,amended,2024-05-16
13471,FL,Electric Vehicle (EV) Charging Program Authorization,"The Public Utility Commission is authorized to approve voluntary
residential, fleet, and public EV charging programs that begin on or
after January 1, 2025. Additional terms apply.

(Reference [Florida Statutes 366.94](https://www.flsenate.gov/Laws/))",2024-05-16 00:00:00 UTC,,false,69,Laws and Regulations,"",2024-07-09 17:05:58 UTC,,,,"",ELEC|PHEV,"",OTHER,GOV,https://www.flsenate.gov/Laws/,enacted,2024-05-16
13463,CO,Electric Vehicle (EV) Charger Local Permitting Policies,"By March 31, 2025, the Colorado Energy Office (CEO) must develop an EV
Charger Permitting Model that establishes standards and permitting
processes for the installation of EV chargers. By December 31, 2025, the
Board of County Commissioners for counties with a population of more
than 20,000 people must adopt an ordinance that:

-   Adopts standards equivalent to or less restrictive than the CEO EV
    Charger Permitting Model,
-   Establishes objective standards and an administrative review process
    for EV charger permit applications, or
-   Affirms the use of the county's existing permitting review process.

Counties that establish their own administrative review process must
submit a report with an inventory of all EV charger permitting requests
received between December 31, 2025, and December 1, 2026, to CEO.
Counties that establish their own administrative review process must
provide written findings describing the denial of any EV charger
permits, establish an appeal process, and provide a checklist of
required items to qualify EV chargers for the expedited review
procedure.

(Reference [Colorado Revised Statutes 30-28-213](https://advance.lexis.com/container?config=0345494EJAA5ZjE0MDIyYy1kNzZkLTRkNzktYTkxMS04YmJhNjBlNWUwYzYKAFBvZENhdGFsb2e4CaPI4cak6laXLCWyLBO9&crid=12331b7c-16ae-4512-ba4e-f5816d637006&prid=49bcc197-7f49-44ce-99fa-b9ffad3af127) and [House Bill 24-1173, 2024](https://leg.colorado.gov/bills))",2024-05-09 00:00:00 UTC,,false,60,Laws and Regulations,"",2024-06-11 13:58:59 UTC,,,,"",ELEC|PHEV,"",OTHER,GOV,https://advance.lexis.com/container?config=0345494EJAA5ZjE0MDIyYy1kNzZkLTRkNzktYTkxMS04YmJhNjBlNWUwYzYKAFBvZENhdGFsb2e4CaPI4cak6laXLCWyLBO9&crid=12331b7c-16ae-4512-ba4e-f5816d637006&prid=49bcc197-7f49-44ce-99fa-b9ffad3af127|https://leg.colorado.gov/bills,enacted,2024-05-09
12529,MD,Electric Vehicle (EV) Corridor Charging Grant,"The Maryland Department of Environment (MDE) offers grants of up to 80%
of the cost for the installation of direct current fast charging (DCFC)
stations along [Federal Highway
Administration](https://afdc.energy.gov/laws/11675) designated
alternative fuel corridors through the Electric Corridors Grant Program
(ECGP). ECPG funding is available for up to \$150,000 per DCFC station
and \$600,000 per applicant. Eligible entities include non-profits and
private businesses. Grant awards vary based on total kilowatts per
charging port. The program is funded by Maryland's portion of the
[Volkswagen Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including program guidance and application, see
the MDE's [Volkswagen
Settlement](https://mde.maryland.gov/programs/Air/MobileSources/Pages/MarylandVolkswagenMitigationPlan.aspx)
website.
",,,false,2,State Incentives,"",2020-12-11 21:46:51 UTC,,2024-05-08 00:00:00 UTC,,"",ELEC|PHEV,GNT,"",STATION|FLEET|OTHER,"",archived,2024-05-08
12528,MD,Electric Vehicle (EV) Workplace Charging Grant,"The Maryland Department of Environment (MDE) offers grants of up to 60%
of the cost for the installation of EV charging stations at workplaces
through the Charge Ahead Grant Program (CAGP). Grants are available for
up to \$4,500 per Level 2 EV charger and \$600,000 per applicant. CAGP
funding is available for costs directly attributable to the design,
installation, and operation of eligible workplace EV charging stations.
Eligible entities include non-profits, private companies, and government
agencies. The program is funded by Maryland's portion of the [Volkswagen
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including program guidance and application, see
the MDE [Volkswagen
Settlement](https://mde.maryland.gov/programs/Air/MobileSources/Pages/MarylandVolkswagenMitigationPlan.aspx)
website.
",,,false,2,State Incentives,"",2020-12-11 21:44:14 UTC,,2024-05-08 00:00:00 UTC,,"",ELEC|PHEV,GNT,"",STATION|FLEET|GOV|OTHER,"",archived,2024-05-08
